0.000100,-59.581944
1.000000,-20.613019
4.000000,-14.995858
5.000000,-14.085536
8.000000,-12.169208
10.000000,-11.256604
12.000000,-10.507944
14.000000,-9.864578
16.000000,-9.310859
18.000000,-8.816190
20.000000,-8.370138
22.000000,-7.967712
24.000000,-7.593471
26.000000,-7.253667
28.000000,-6.929329
30.000000,-6.634397
32.000000,-6.354931
34.000000,-6.085966
36.000000,-5.832845
38.000000,-5.595575
40.000000,-5.366526
42.000000,-5.148250
44.000000,-4.940322
46.000000,-4.738416
48.000000,-4.544279
50.000000,-4.355025
52.000000,-4.170686
54.000000,-3.990399
56.000000,-3.813245
58.000000,-3.640756
60.000000,-3.470896
62.000000,-3.301756
64.000000,-3.139242
66.000000,-2.974775
68.000000,-2.811561
70.000000,-2.648991
72.000000,-2.487300
74.000000,-2.325388
76.000000,-2.162519
78.000000,-1.994356
80.000000,-1.823856
82.000000,-1.645439
84.000000,-1.460934
86.000000,-1.269964
88.000000,-1.065718
90.000000,-0.845276
92.000000,-0.597655
94.000000,-0.307744
96.000000,0.049999
98.000000,0.589706
99.999900,6.070898
